year,city,sport,discipline,athlete,country,gender,event,medal
1896,Athens,Aquatics,Swimming,HAJOS Alfred,HUN,Men,100m freestyle,Gold
1896,Athens,Aquatics,Swimming,HERSCHMANN Otto,AUT,Men,100m freestyle,Silver
1896,Athens,Aquatics,Swimming,DRIVAS Dimitrios,GRE,Men,100m freestyle for sailors,Bronze
1896,Athens,Aquatics,Swimming,MALOKINIS Ioannis,GRE,Men,100m freestyle for sailors,Gold
1896,Athens,Aquatics,Swimming,CHASAPIS Spiridon,GRE,Men,100m freestyle for sailors,Silver
1896,Athens,Aquatics,Swimming,CHOROPHAS Efstathios,GRE,Men,1200m freestyle,Bronze
1896,Athens,Aquatics,Swimming,HAJOS Alfred,HUN,Men,1200m freestyle,Gold
1896,Athens,Aquatics,Swimming,ANDREOU Joannis,GRE,Men,1200m freestyle,Silver
1896,Athens,Aquatics,Swimming,CHOROPHAS Efstathios,GRE,Men,400m freestyle,Bronze
1896,Athens,Aquatics,Swimming,NEUMANN Paul,AUT,Men,400m freestyle,Gold
1896,Athens,Aquatics,Swimming,PEPANOS Antonios,GRE,Men,400m freestyle,Silver
1896,Athens,Athletics,Athletics,LANE Francis,USA,Men,100m,Bronze
1896,Athens,Athletics,Athletics,SZOKOLYI Alajos,HUN,Men,100m,Bronze
1896,Athens,Athletics,Athletics,BURKE Thomas,USA,Men,100m,Gold
1896,Athens,Athletics,Athletics,HOFMANN Fritz,GER,Men,100m,Silver
1896,Athens,Athletics,Athletics,CURTIS Thomas,USA,Men,110m hurdles,Gold
1896,Athens,Athletics,Athletics,GOULDING Grantley,GBR,Men,110m hurdles,Silver
1896,Athens,Athletics,Athletics,LERMUSIAUX Albin,FRA,Men,1500m,Bronze
1896,Athens,Athletics,Athletics,FLACK Edwin,AUS,Men,1500m,Gold
1896,Athens,Athletics,Athletics,BLAKE Arthur,USA,Men,1500m,Silver
1896,Athens,Athletics,Athletics,GMELIN Charles,GBR,Men,400m,Bronze
1896,Athens,Athletics,Athletics,BURKE Thomas,USA,Men,400m,Gold
1896,Athens,Athletics,Athletics,JAMISON Herbert,USA,Men,400m,Silver
1896,Athens,Athletics,Athletics,GOLEMIS Dimitrios,GRE,Men,800m,Bronze
1896,Athens,Athletics,Athletics,FLACK Edwin,AUS,Men,800m,Gold
1896,Athens,Athletics,Athletics,DANI Nandor,HUN,Men,800m,Silver
1896,Athens,Athletics,Athletics,VERSIS Sotirios,GRE,Men,discus throw,Bronze
1896,Athens,Athletics,Athletics,GARRETT Robert,USA,Men,discus throw,Gold
1896,Athens,Athletics,Athletics,PARASKEVOPOULOS Panagiotis,GRE,Men,discus throw,Silver
1896,Athens,Athletics,Athletics,CLARK Ellery,USA,Men,high jump,Gold
1896,Athens,Athletics,Athletics,CONNOLLY James,USA,Men,high jump,Silver
1896,Athens,Athletics,Athletics,GARRETT Robert,USA,Men,high jump,Silver
1896,Athens,Athletics,Athletics,CONNOLLY James,USA,Men,long jump,Bronze
1896,Athens,Athletics,Athletics,CLARK Ellery,USA,Men,long jump,Gold
1896,Athens,Athletics,Athletics,GARRETT Robert,USA,Men,long jump,Silver
1896,Athens,Athletics,Athletics,KELLNER Gyula,HUN,Men,marathon,Bronze
1896,Athens,Athletics,Athletics,LOUIS Spyridon,GRE,Men,marathon,Gold
1896,Athens,Athletics,Athletics,VASILAKOS Kharilaos,GRE,Men,marathon,Silver
1896,Athens,Athletics,Athletics,DAMASKOS Evangelos,GRE,Men,pole vault,Bronze
1896,Athens,Athletics,Athletics,THEODOROPOULOS Ioannis,GRE,Men,pole vault,Bronze
1896,Athens,Athletics,Athletics,HOYT William Welles,USA,Men,pole vault,Gold
1896,Athens,Athletics,Athletics,TYLER Albert,USA,Men,pole vault,Silver
1896,Athens,Athletics,Athletics,PAPASIDERIS Georgios,GRE,Men,shot put,Bronze
1896,Athens,Athletics,Athletics,GARRETT Robert,USA,Men,shot put,Gold
1896,Athens,Athletics,Athletics,GOUSKOS Miltiadis,GRE,Men,shot put,Silver
1896,Athens,Athletics,Athletics,PERSAKIS Ioannis,GRE,Men,triple jump,Bronze
1896,Athens,Athletics,Athletics,CONNOLLY James,USA,Men,triple jump,Gold
1896,Athens,Athletics,Athletics,TUFFERI Alexandre,FRA,Men,triple jump,Silver
1896,Athens,Cycling,Cycling Road,BATTEL Edward,GBR,Men,individual road race,Bronze
1896,Athens,Cycling,Cycling Road,KONSTANTINIDIS Aristidis,GRE,Men,individual road race,Gold
1896,Athens,Cycling,Cycling Road,GOEDRICH August,GER,Men,individual road race,Silver
1896,Athens,Cycling,Cycling Track,FLAMENG Léon,FRA,Men,100km,Gold
1896,Athens,Cycling,Cycling Track,KOLETTIS Georgios,GRE,Men,100km,Silver
1896,Athens,Cycling,Cycling Track,SCHMAL Adolf,AUT,Men,10km,Bronze
1896,Athens,Cycling,Cycling Track,MASSON Paul,FRA,Men,10km,Gold
1896,Athens,Cycling,Cycling Track,FLAMENG Léon,FRA,Men,10km,Silver
1896,Athens,Cycling,Cycling Track,SCHMAL Adolf,AUT,Men,12-hour race,Gold
1896,Athens,Cycling,Cycling Track,KEEPING Frank,GBR,Men,12-hour race,Silver
1896,Athens,Cycling,Cycling Track,SCHMAL Adolf,AUT,Men,1km time trial,Bronze
1896,Athens,Cycling,Cycling Track,MASSON Paul,FRA,Men,1km time trial,Gold
1896,Athens,Cycling,Cycling Track,NIKOLOPOULOS Stamatios,GRE,Men,1km time trial,Silver
1896,Athens,Cycling,Cycling Track,FLAMENG Léon,FRA,Men,Sprint indivual,Bronze
1896,Athens,Cycling,Cycling Track,MASSON Paul,FRA,Men,Sprint indivual,Gold
1896,Athens,Cycling,Cycling Track,NIKOLOPOULOS Stamatios,GRE,Men,Sprint indivual,Silver
1896,Athens,Fencing,Fencing,PIERRAKOS-MAVROMICHALIS Perikles,GRE,Men,foil individual,Bronze
1896,Athens,Fencing,Fencing,GRAVELOTTE Eugène-Henri,FRA,Men,foil individual,Gold
1896,Athens,Fencing,Fencing,CALLOT Henri,FRA,Men,foil individual,Silver
1896,Athens,Fencing,Fencing,PYRGOS Leonidas,GRE,Men,"foil, masters",Gold
1896,Athens,Fencing,Fencing,PERRONNET Maurice,FRA,Men,"foil, masters",Silver
1896,Athens,Fencing,Fencing,NIELSEN Holger,DEN,Men,sabre individual,Bronze
1896,Athens,Fencing,Fencing,GEORGIADIS Ioannis,GRE,Men,sabre individual,Gold
1896,Athens,Fencing,Fencing,KARAKALOS Telemachos,GRE,Men,sabre individual,Silver
1896,Athens,Gymnastics,Artistic G.,WEINGÄRTNER Hermann,GER,Men,horizontal bar,Gold
1896,Athens,Gymnastics,Artistic G.,FLATOW Alfred,GER,Men,horizontal bar,Silver
1896,Athens,Gymnastics,Artistic G.,FLATOW Alfred,GER,Men,parallel bars,Gold
1896,Athens,Gymnastics,Artistic G.,ZUTTER Louis,SUI,Men,parallel bars,Silver
1896,Athens,Gymnastics,Artistic G.,ZUTTER Louis,SUI,Men,pommel horse,Gold
1896,Athens,Gymnastics,Artistic G.,WEINGÄRTNER Hermann,GER,Men,pommel horse,Silver
1896,Athens,Gymnastics,Artistic G.,PERSAKIS Petros,GRE,Men,rings,Bronze
1896,Athens,Gymnastics,Artistic G.,MITROPOULOS Ioannis,GRE,Men,rings,Gold
1896,Athens,Gymnastics,Artistic G.,WEINGÄRTNER Hermann,GER,Men,rings,Silver
1896,Athens,Gymnastics,Artistic G.,HOFMANN Fritz,GER,Men,rope climbing,Bronze
1896,Athens,Gymnastics,Artistic G.,ANDRIAKOPOULOS Nicolaos,GRE,Men,rope climbing,Gold
1896,Athens,Gymnastics,Artistic G.,XENAKIS Thomasios,GRE,Men,rope climbing,Silver
1896,Athens,Gymnastics,Artistic G.,BÖCKER Konrad,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,FLATOW Alfred,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,FLATOW Gustav Felix,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,HILMAR Georg,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,HOFMANN Fritz,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,MANTEUFFEL Fritz,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,NEUKIRCH Karl,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,RÖSTEL Richard,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,SCHUFT Gustav,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,SCHUMANN Carl,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,WEINGÄRTNER Hermann,GER,Men,"team, horizontal bar",Gold
1896,Athens,Gymnastics,Artistic G.,CHRYSAPHIS Ioannis,GRE,Men,"team, parallel bars",Bronze
1896,Athens,Gymnastics,Artistic G.,KARVELAS Phillippos,GRE,Men,"team, parallel bars",Bronze
1896,Athens,Gymnastics,Artistic G.,LOUNDRAS Dimitrios,GRE,Men,"team, parallel bars",Bronze
1896,Athens,Gymnastics,Artistic G.,MITROPOULOS Ioannis,GRE,Men,"team, parallel bars",Bronze
1896,Athens,Gymnastics,Artistic G.,BÖCKER Konrad,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,FLATOW Alfred,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,FLATOW Gustav Felix,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,HILMAR Georg,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,HOFMANN Fritz,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,MANTEUFFEL Fritz,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,NEUKIRCH Karl,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,RÖSTEL Richard,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,SCHUFT Gustav,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,SCHUMANN Carl,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,WEINGÄRTNER Hermann,GER,Men,"team, parallel bars",Gold
1896,Athens,Gymnastics,Artistic G.,ANDRIAKOPOULOS Nicolaos,GRE,Men,"team, parallel bars",Silver
1896,Athens,Gymnastics,Artistic G.,ATHANASOPOULOS Spyros,GRE,Men,"team, parallel bars",Silver
1896,Athens,Gymnastics,Artistic G.,PERSAKIS Petros,GRE,Men,"team, parallel bars",Silver
1896,Athens,Gymnastics,Artistic G.,XENAKIS Thomasios,GRE,Men,"team, parallel bars",Silver
1896,Athens,Gymnastics,Artistic G.,WEINGÄRTNER Hermann,GER,Men,vault,Bronze
1896,Athens,Gymnastics,Artistic G.,SCHUMANN Carl,GER,Men,vault,Gold
1896,Athens,Gymnastics,Artistic G.,ZUTTER Louis,SUI,Men,vault,Silver
1896,Athens,Shooting,Shooting,MORAKIS Nikolaos,GRE,Men,25m army pistol,Bronze
1896,Athens,Shooting,Shooting,PAINE John,USA,Men,25m army pistol,Gold
1896,Athens,Shooting,Shooting,PAINE Sumner,USA,Men,25m army pistol,Silver
1896,Athens,Shooting,Shooting,NIELSEN Holger,DEN,Men,25m rapid fire pistol (60 shots),Bronze
1896,Athens,Shooting,Shooting,PHRANGOUDIS Joannis,GRE,Men,25m rapid fire pistol (60 shots),Gold
1896,Athens,Shooting,Shooting,ORPHANIDIS Georgios,GRE,Men,25m rapid fire pistol (60 shots),Silver
1896,Athens,Shooting,Shooting,PHRANGOUDIS Joannis,GRE,Men,50m pistol (60 shots),Bronze
1896,Athens,Shooting,Shooting,PAINE Sumner,USA,Men,50m pistol (60 shots),Gold
1896,Athens,Shooting,Shooting,NIELSEN Holger,DEN,Men,50m pistol (60 shots),Silver
1896,Athens,Shooting,Shooting,TRIKUPIS Nicolaos,GRE,Men,"army rifle, 200m",Bronze
1896,Athens,Shooting,Shooting,KARASEVDAS Pantelis,GRE,Men,"army rifle, 200m",Gold
1896,Athens,Shooting,Shooting,PAVLIDIS Pavlos,GRE,Men,"army rifle, 200m",Silver
1896,Athens,Shooting,Shooting,JENSEN Viggo,DEN,Men,"army rifle, 300m",Bronze
1896,Athens,Shooting,Shooting,ORPHANIDIS Georgios,GRE,Men,"army rifle, 300m",Gold
1896,Athens,Shooting,Shooting,PHRANGOUDIS Joannis,GRE,Men,"army rifle, 300m",Silver
1896,Athens,Tennis,Tennis,FLACK Edwin,ZZX,Men,doubles,Bronze
1896,Athens,Tennis,Tennis,ROBERTSON George Stuart,ZZX,Men,doubles,Bronze
1896,Athens,Tennis,Tennis,BOLAND John,ZZX,Men,doubles,Gold
1896,Athens,Tennis,Tennis,TRAUN Friedrich,ZZX,Men,doubles,Gold
1896,Athens,Tennis,Tennis,KASDAGLIS Dionysios,ZZX,Men,doubles,Silver
1896,Athens,Tennis,Tennis,PETROKOKKINOS Demetrios,ZZX,Men,doubles,Silver
1896,Athens,Tennis,Tennis,PASPATIS Konstantinos,GRE,Men,singles,Bronze
1896,Athens,Tennis,Tennis,TAPAVICZA Momcsillo,HUN,Men,singles,Bronze
1896,Athens,Tennis,Tennis,BOLAND John,GBR,Men,singles,Gold
1896,Athens,Tennis,Tennis,KASDAGLIS Dionysios,GRE,Men,singles,Silver
1896,Athens,Weightlifting,Weightlifting,NIKOLOPOULOS Alexandros,GRE,Men,heavyweight - one hand lift,Bronze
1896,Athens,Weightlifting,Weightlifting,ELLIOTT Launceston,GBR,Men,heavyweight - one hand lift,Gold
1896,Athens,Weightlifting,Weightlifting,JENSEN Viggo,DEN,Men,heavyweight - one hand lift,Silver
1896,Athens,Weightlifting,Weightlifting,VERSIS Sotirios,GRE,Men,heavyweight - two hand lift,Bronze
1896,Athens,Weightlifting,Weightlifting,JENSEN Viggo,DEN,Men,heavyweight - two hand lift,Gold
1896,Athens,Weightlifting,Weightlifting,ELLIOTT Launceston,GBR,Men,heavyweight - two hand lift,Silver
1896,Athens,Wrestling,Wrestling Gre-R,CHRISTOPOULOS Stephanos,GRE,Men,open event,Bronze
1896,Athens,Wrestling,Wrestling Gre-R,SCHUMANN Carl,GER,Men,open event,Gold
1896,Athens,Wrestling,Wrestling Gre-R,TSITAS Georgios,GRE,Men,open event,Silver
1900,Paris,Aquatics,Swimming,HALMAY Zoltan,HUN,Men,1500m freestyle,Bronze
1900,Paris,Aquatics,Swimming,JARVIS John Arthur,GBR,Men,1500m freestyle,Gold
1900,Paris,Aquatics,Swimming,WAHLE Otto,AUT,Men,1500m freestyle,Silver
1900,Paris,Aquatics,Swimming,DROST Johannes,NED,Men,200m backstroke,Bronze
1900,Paris,Aquatics,Swimming,HOPPENBERG Ernst,GER,Men,200m backstroke,Gold
1900,Paris,Aquatics,Swimming,RUBERL Karl,AUT,Men,200m backstroke,Silver
1900,Paris,Aquatics,Swimming,RUBERL Karl,AUT,Men,200m freestyle,Bronze
1900,Paris,Aquatics,Swimming,LANE Frederick C.V.,AUS,Men,200m freestyle,Gold
1900,Paris,Aquatics,Swimming,HALMAY Zoltan,HUN,Men,200m freestyle,Silver
1900,Paris,Aquatics,Swimming,KEMP Peter,GBR,Men,200m obstacle event,Bronze
1900,Paris,Aquatics,Swimming,LANE Frederick C.V.,AUS,Men,200m obstacle event,Gold
1900,Paris,Aquatics,Swimming,WAHLE Otto,AUT,Men,200m obstacle event,Silver
1900,Paris,Aquatics,Swimming,HOUBEN,FRA,Men,200m team swimming,Bronze
1900,Paris,Aquatics,Swimming,LEUILLIEUX Jean,FRA,Men,200m team swimming,Bronze
1900,Paris,Aquatics,Swimming,MARTIN Louis,FRA,Men,200m team swimming,Bronze
1900,Paris,Aquatics,Swimming,MERCHEZ Désiré,FRA,Men,200m team swimming,Bronze
1900,Paris,Aquatics,Swimming,TARTARA,FRA,Men,200m team swimming,Bronze
1900,Paris,Aquatics,Swimming,FREY Julius,GER,Men,200m team swimming,Gold
1900,Paris,Aquatics,Swimming,HAINLE Max,GER,Men,200m team swimming,Gold
1900,Paris,Aquatics,Swimming,HOPPENBERG Ernst,GER,Men,200m team swimming,Gold
1900,Paris,Aquatics,Swimming,SCHÖNE Max,GER,Men,200m team swimming,Gold
1900,Paris,Aquatics,Swimming,VON PETERSDORFF Herbert,GER,Men,200m team swimming,Gold
1900,Paris,Aquatics,Swimming,BERTRAND,FRA,Men,200m team swimming,Silver
1900,Paris,Aquatics,Swimming,CADET,FRA,Men,200m team swimming,Silver
1900,Paris,Aquatics,Swimming,HOCHEPIED Maurice,FRA,Men,200m team swimming,Silver
1900,Paris,Aquatics,Swimming,HOCHEPIED Victor,FRA,Men,200m team swimming,Silver
1900,Paris,Aquatics,Swimming,VERBECKE,FRA,Men,200m team swimming,Silver
1900,Paris,Aquatics,Swimming,MARTIN Louis,FRA,Men,4000m freestyle,Bronze
1900,Paris,Aquatics,Swimming,JARVIS John Arthur,GBR,Men,4000m freestyle,Gold
1900,Paris,Aquatics,Swimming,HALMAY Zoltan,HUN,Men,4000m freestyle,Silver
1900,Paris,Aquatics,Swimming,LYKKEBERG Peder,DEN,Men,underwater swimming,Bronze
1900,Paris,Aquatics,Swimming,DE VENDEVILLE Charles,FRA,Men,underwater swimming,Gold
1900,Paris,Aquatics,Swimming,SIX André,FRA,Men,underwater swimming,Silver
1900,Paris,Aquatics,Water polo,BURGESS Thomas,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,COULON,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,DECUYPER Alphonse,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,DEVENOT,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,FARDELLE,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,FAVIER,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,LAUFRAY Louis,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,LERICHE,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,MARTIN Louis,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,MERCHEZ Désiré,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,PESLIER Henri,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,PESLOY,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,TREFFEL Charles,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,VASSEUR Paul,FRA,Men,water polo,Bronze
1900,Paris,Aquatics,Water polo,COE Thomas,GBR,Men,water polo,Gold
1900,Paris,Aquatics,Water polo,DERBYSHIRE John Henry,GBR,Men,water polo,Gold
1900,Paris,Aquatics,Water polo,KEMP Peter,GBR,Men,water polo,Gold
1900,Paris,Aquatics,Water polo,LISTER William,GBR,Men,water polo,Gold
1900,Paris,Aquatics,Water polo,ROBERTSON Arthur,GBR,Men,water polo,Gold
1900,Paris,Aquatics,Water polo,ROBINSON Eric,GBR,Men,water polo,Gold
1900,Paris,Aquatics,Water polo,WILKINSON George,GBR,Men,water polo,Gold
1900,Paris,Aquatics,Water polo,COHEN Henri,BEL,Men,water polo,Silver
1900,Paris,Aquatics,Water polo,DE BACKER Jean,BEL,Men,water polo,Silver
1900,Paris,Aquatics,Water polo,DE BEHR Victor,BEL,Men,water polo,Silver
1900,Paris,Aquatics,Water polo,FEYAERTS Fernand,BEL,Men,water polo,Silver
1900,Paris,Aquatics,Water polo,GREGOIRE Oscar,BEL,Men,water polo,Silver
1900,Paris,Aquatics,Water polo,MICHANT Albert,BEL,Men,water polo,Silver
1900,Paris,Aquatics,Water polo,SONNEMANS Victor,BEL,Men,water polo,Silver
1900,Paris,Archery,Archery,PETIT Charles Frédéric,FRA,Men,"au chapelet, 33m",Bronze
1900,Paris,Archery,Archery,VAN INNIS Hubert,BEL,Men,"au chapelet, 33m",Gold
1900,Paris,Archery,Archery,THIBAUD Victor,FRA,Men,"au chapelet, 33m",Silver
1900,Paris,Archery,Archery,MERCIER Emile,FRA,Men,"au chapelet, 50m",Bronze
1900,Paris,Archery,Archery,MOUGIN Eugène,FRA,Men,"au chapelet, 50m",Gold
1900,Paris,Archery,Archery,HELLE Henri,FRA,Men,"au chapelet, 50m",Silver
1900,Paris,Archery,Archery,PETIT Charles Frédéric,FRA,Men,"au cordon doré, 33m",Bronze
1900,Paris,Archery,Archery,VAN INNIS Hubert,BEL,Men,"au cordon doré, 33m",Gold
1900,Paris,Archery,Archery,THIBAUD Victor,FRA,Men,"au cordon doré, 33m",Silver
1900,Paris,Archery,Archery,FISSEUX Emile,FRA,Men,"au cordon doré, 50m",Bronze
1900,Paris,Archery,Archery,HEROUIN Henri,FRA,Men,"au cordon doré, 50m",Gold
1900,Paris,Archery,Archery,VAN INNIS Hubert,BEL,Men,"au cordon doré, 50m",Silver
1900,Paris,Archery,Archery,FOULON Emmanuel,BEL,Men,sur la perche à la herse,Gold
1900,Paris,Archery,Archery,DRUART Jr.,BEL,Men,sur la perche à la herse,Silver
1900,Paris,Archery,Archery,SERRURIER Auguste,FRA,Men,sur la perche à la herse,Silver
1900,Paris,Archery,Archery,GLINEUX Louis,BEL,Men,sur la perche à la pyramide,Bronze
1900,Paris,Archery,Archery,GRUMIAUX Emile,FRA,Men,sur la perche à la pyramide,Gold
1900,Paris,Archery,Archery,SERRURIER Auguste,FRA,Men,sur la perche à la pyramide,Silver
1900,Paris,Athletics,Athletics,ROWLEY Stanley,AUS,Men,100m,Bronze
1900,Paris,Athletics,Athletics,JARVIS Francis,USA,Men,100m,Gold
1900,Paris,Athletics,Athletics,TEWKSBURY Walter B. John,USA,Men,100m,Silver
1900,Paris,Athletics,Athletics,MOLONEY Frederick,USA,Men,110m hurdles,Bronze
1900,Paris,Athletics,Athletics,KRAENZLEIN Alvin,USA,Men,110m hurdles,Gold
1900,Paris,Athletics,Athletics,MCLEAN John,USA,Men,110m hurdles,Silver
1900,Paris,Athletics,Athletics,BRAY John,USA,Men,1500m,Bronze
1900,Paris,Athletics,Athletics,BENNETT Charles,GBR,Men,1500m,Gold
1900,Paris,Athletics,Athletics,DELOGE Henri,FRA,Men,1500m,Silver
1900,Paris,Athletics,Athletics,ROWLEY Stanley,AUS,Men,200m,Bronze
1900,Paris,Athletics,Athletics,TEWKSBURY Walter B. John,USA,Men,200m,Gold
1900,Paris,Athletics,Athletics,PRITCHARD Norman,IND,Men,200m,Silver
1900,Paris,Athletics,Athletics,TEWKSBURY Walter B. John,USA,Men,200m hurdles,Bronze
1900,Paris,Athletics,Athletics,KRAENZLEIN Alvin,USA,Men,200m hurdles,Gold
1900,Paris,Athletics,Athletics,PRITCHARD Norman,IND,Men,200m hurdles,Silver
1900,Paris,Athletics,Athletics,CHASTANIE Jacques,FRA,Men,3000m steeplechase,Bronze
1900,Paris,Athletics,Athletics,ORTON George,CAN,Men,3000m steeplechase,Gold
1900,Paris,Athletics,Athletics,ROBINSON Sidney,GBR,Men,3000m steeplechase,Silver
1900,Paris,Athletics,Athletics,ROBINSON Sidney,GBR,Men,4000m steeplechase,Bronze
1900,Paris,Athletics,Athletics,RIMMER John,GBR,Men,4000m steeplechase,Gold
1900,Paris,Athletics,Athletics,BENNETT Charles,GBR,Men,4000m steeplechase,Silver
1900,Paris,Athletics,Athletics,SCHULTZ Ernst,DEN,Men,400m,Bronze
1900,Paris,Athletics,Athletics,LONG Maxwell W.Maxey,USA,Men,400m,Gold
1900,Paris,Athletics,Athletics,HOLLAND William,USA,Men,400m,Silver
1900,Paris,Athletics,Athletics,ORTON George,CAN,Men,400m hurdles,Bronze
1900,Paris,Athletics,Athletics,TEWKSBURY Walter B. John,USA,Men,400m hurdles,Gold
1900,Paris,Athletics,Athletics,TAUZIN Henri,FRA,Men,400m hurdles,Silver
1900,Paris,Athletics,Athletics,BENNETT Charles,ZZX,Men,5000m team,Gold
1900,Paris,Athletics,Athletics,RIMMER John,ZZX,Men,5000m team,Gold
1900,Paris,Athletics,Athletics,ROBINSON Sidney,ZZX,Men,5000m team,Gold
1900,Paris,Athletics,Athletics,ROWLEY Stanley,ZZX,Men,5000m team,Gold
1900,Paris,Athletics,Athletics,TYSOE Alfred,ZZX,Men,5000m team,Gold
1900,Paris,Athletics,Athletics,CASTANET André,FRA,Men,5000m team,Silver
1900,Paris,Athletics,Athletics,CHAMPOUDRY Michel,FRA,Men,5000m team,Silver
1900,Paris,Athletics,Athletics,CHASTANIE Jacques,FRA,Men,5000m team,Silver
1900,Paris,Athletics,Athletics,DELOGE Henri,FRA,Men,5000m team,Silver
1900,Paris,Athletics,Athletics,RAGUENEAU Gaston,FRA,Men,5000m team,Silver
1900,Paris,Athletics,Athletics,ROWLEY Stanley,AUS,Men,60m,Bronze
1900,Paris,Athletics,Athletics,KRAENZLEIN Alvin,USA,Men,60m,Gold
1900,Paris,Athletics,Athletics,TEWKSBURY Walter B. John,USA,Men,60m,Silver
1900,Paris,Athletics,Athletics,HALL David,USA,Men,800m,Bronze
1900,Paris,Athletics,Athletics,TYSOE Alfred,GBR,Men,800m,Gold
1900,Paris,Athletics,Athletics,CREGAN John,USA,Men,800m,Silver
1900,Paris,Athletics,Athletics,SHELDON Richard,USA,Men,discus throw,Bronze
1900,Paris,Athletics,Athletics,BAUER Rudolf,HUN,Men,discus throw,Gold
1900,Paris,Athletics,Athletics,JANDA Frantisek,BOH,Men,discus throw,Silver
1900,Paris,Athletics,Athletics,MCCRACKEN Josiah,USA,Men,hammer throw,Bronze
1900,Paris,Athletics,Athletics,FLANAGAN John Jesus,USA,Men,hammer throw,Gold
1900,Paris,Athletics,Athletics,HARE Thomas Truxton,USA,Men,hammer throw,Silver
1900,Paris,Athletics,Athletics,GÖNCZY Lajos,HUN,Men,high jump,Bronze
1900,Paris,Athletics,Athletics,BAXTER Irving,USA,Men,high jump,Gold
1900,Paris,Athletics,Athletics,LEAHY Patrick Joseph,GBR,Men,high jump,Silver
1900,Paris,Athletics,Athletics,SHELDON Lewis Pendleton,USA,Men,"high jump, standing",Bronze
1900,Paris,Athletics,Athletics,EWRY Ray,USA,Men,"high jump, standing",Gold
1900,Paris,Athletics,Athletics,BAXTER Irving,USA,Men,"high jump, standing",Silver
1900,Paris,Athletics,Athletics,LEAHY Patrick Joseph,GBR,Men,long jump,Bronze
1900,Paris,Athletics,Athletics,KRAENZLEIN Alvin,USA,Men,long jump,Gold
1900,Paris,Athletics,Athletics,PRINSTEIN Meyer,USA,Men,long jump,Silver
1900,Paris,Athletics,Athletics,TORCHEBOEUF Emile,FRA,Men,"long jump, standing",Bronze
1900,Paris,Athletics,Athletics,EWRY Ray,USA,Men,"long jump, standing",Gold
1900,Paris,Athletics,Athletics,BAXTER Irving,USA,Men,"long jump, standing",Silver
1900,Paris,Athletics,Athletics,FAST Ernst,SWE,Men,marathon,Bronze
1900,Paris,Athletics,Athletics,THEATO Michel,FRA,Men,marathon,Gold
1900,Paris,Athletics,Athletics,CHAMPION Emile,FRA,Men,marathon,Silver
1900,Paris,Athletics,Athletics,ANDERSEN Carl Albert,NOR,Men,pole vault,Bronze
1900,Paris,Athletics,Athletics,BAXTER Irving,USA,Men,pole vault,Gold
1900,Paris,Athletics,Athletics,COLKETT Meredith Bright,USA,Men,pole vault,Silver
1900,Paris,Athletics,Athletics,GARRETT Robert,USA,Men,shot put,Bronze
1900,Paris,Athletics,Athletics,SHELDON Richard,USA,Men,shot put,Gold
1900,Paris,Athletics,Athletics,MCCRACKEN Josiah,USA,Men,shot put,Silver
